,i,v,x,E,EKS,ekin,t
619,619,"[[ 0.00022372  0.00022372  0.00022372]
 [-0.00022372 -0.00022372 -0.00022372]]","[[0.09376268 0.09376268 0.09376268]
 [2.47123732 2.47123732 2.47123732]]",-8.241592774760754,-8.249280368848233,0.007687594087477744,3095
620,620,"[[ 0.00022372  0.00022372  0.00022372]
 [-0.00022372 -0.00022372 -0.00022372]]","[[0.09488133 0.09488133 0.09488133]
 [2.47011867 2.47011867 2.47011867]]",-8.24159278970749,-8.249279741806388,0.007686952098898048,3100
621,621,"[[ 0.00022367  0.00022367  0.00022367]
 [-0.00022367 -0.00022367 -0.00022367]]","[[0.09599983 0.09599983 0.09599983]
 [2.46900017 2.46900017 2.46900017]]",-8.241592804778444,-8.249276421495942,0.007683616717499229,3105
622,622,"[[ 0.00022358  0.00022358  0.00022358]
 [-0.00022358 -0.00022358 -0.00022358]]","[[0.097118 0.097118 0.097118]
 [2.467882 2.467882 2.467882]]",-8.241592819992386,-8.249270389713821,0.007677569721435144,3110
623,623,"[[ 0.00022345  0.00022345  0.00022345]
 [-0.00022345 -0.00022345 -0.00022345]]","[[0.09823562 0.09823562 0.09823562]
 [2.46676438 2.46676438 2.46676438]]",-8.24159283539666,-8.249261630083195,0.007668794686535951,3115
624,624,"[[ 0.00022328  0.00022328  0.00022328]
 [-0.00022328 -0.00022328 -0.00022328]]","[[0.0993525 0.0993525 0.0993525]
 [2.4656475 2.4656475 2.4656475]]",-8.241592850906805,-8.249250128105675,0.007657277198869284,3120
625,625,"[[ 0.00022307  0.00022307  0.00022307]
 [-0.00022307 -0.00022307 -0.00022307]]","[[0.10046845 0.10046845 0.10046845]
 [2.46453155 2.46453155 2.46453155]]",-8.241592866486044,-8.249235871196007,0.007643004709961374,3125
626,626,"[[ 0.00022283  0.00022283  0.00022283]
 [-0.00022283 -0.00022283 -0.00022283]]","[[0.10158325 0.10158325 0.10158325]
 [2.46341675 2.46341675 2.46341675]]",-8.241592882195585,-8.249218848767054,0.0076259665714684,3130
627,627,"[[ 0.00022254  0.00022254  0.00022254]
 [-0.00022254 -0.00022254 -0.00022254]]","[[0.10269671 0.10269671 0.10269671]
 [2.46230329 2.46230329 2.46230329]]",-8.241592898014652,-8.249199052245238,0.00760615423058687,3135
628,628,"[[ 0.00022221  0.00022221  0.00022221]
 [-0.00022221 -0.00022221 -0.00022221]]","[[0.10380861 0.10380861 0.10380861]
 [2.46119139 2.46119139 2.46119139]]",-8.241592913918272,-8.249176475147639,0.007583561229366591,3140
629,629,"[[ 0.00022183  0.00022183  0.00022183]
 [-0.00022183 -0.00022183 -0.00022183]]","[[0.10491876 0.10491876 0.10491876]
 [2.46008124 2.46008124 2.46008124]]",-8.241592929839916,-8.249151113104388,0.007558183264472169,3145
630,630,"[[ 0.00022142  0.00022142  0.00022142]
 [-0.00022142 -0.00022142 -0.00022142]]","[[0.10602695 0.10602695 0.10602695]
 [2.45897305 2.45897305 2.45897305]]",-8.24159294582911,-8.249122963920701,0.0075300180915908455,3150
631,631,"[[ 0.00022096  0.00022096  0.00022096]
 [-0.00022096 -0.00022096 -0.00022096]]","[[0.10713296 0.10713296 0.10713296]
 [2.45786704 2.45786704 2.45786704]]",-8.241592961902862,-8.249092027618946,0.007499065716083542,3155
632,632,"[[ 0.00022047  0.00022047  0.00022047]
 [-0.00022047 -0.00022047 -0.00022047]]","[[0.10823659 0.10823659 0.10823659]
 [2.45676341 2.45676341 2.45676341]]",-8.241592978025738,-8.249058306478833,0.0074653284530949195,3160
633,633,"[[ 0.00021993  0.00021993  0.00021993]
 [-0.00021993 -0.00021993 -0.00021993]]","[[0.10933762 0.10933762 0.10933762]
 [2.45566238 2.45566238 2.45566238]]",-8.241592994206536,-8.249021805091802,0.007428810885264854,3165
634,634,"[[ 0.00021934  0.00021934  0.00021934]
 [-0.00021934 -0.00021934 -0.00021934]]","[[0.11043586 0.11043586 0.11043586]
 [2.45456414 2.45456414 2.45456414]]",-8.241593010422879,-8.248982530388638,0.007389519965759678,3170
635,635,"[[ 0.00021872  0.00021872  0.00021872]
 [-0.00021872 -0.00021872 -0.00021872]]","[[0.11153107 0.11153107 0.11153107]
 [2.45346893 2.45346893 2.45346893]]",-8.241593026656108,-8.24894049169972,0.007347465043612468,3175
636,636,"[[ 0.00021805  0.00021805  0.00021805]
 [-0.00021805 -0.00021805 -0.00021805]]","[[0.11262305 0.11262305 0.11262305]
 [2.45237695 2.45237695 2.45237695]]",-8.241593042873685,-8.248895700761945,0.007302657888259583,3180
637,637,"[[ 0.00021734  0.00021734  0.00021734]
 [-0.00021734 -0.00021734 -0.00021734]]","[[0.11371158 0.11371158 0.11371158]
 [2.45128842 2.45128842 2.45128842]]",-8.241593059071338,-8.248848171782129,0.007255112710790785,3185
638,638,"[[ 0.00021659  0.00021659  0.00021659]
 [-0.00021659 -0.00021659 -0.00021659]]","[[0.11479645 0.11479645 0.11479645]
 [2.45020355 2.45020355 2.45020355]]",-8.241593075230806,-8.248797921459886,0.007204846229080198,3190
639,639,"[[ 0.00021579  0.00021579  0.00021579]
 [-0.00021579 -0.00021579 -0.00021579]]","[[0.11587744 0.11587744 0.11587744]
 [2.44912256 2.44912256 2.44912256]]",-8.241593091311424,-8.248744969031911,0.007151877720485987,3195
640,640,"[[ 0.00021495  0.00021495  0.00021495]
 [-0.00021495 -0.00021495 -0.00021495]]","[[0.11695434 0.11695434 0.11695434]
 [2.44804566 2.44804566 2.44804566]]",-8.241593107346503,-8.248689336273387,0.007096228926882784,3200
641,641,"[[ 0.00021406  0.00021406  0.00021406]
 [-0.00021406 -0.00021406 -0.00021406]]","[[0.11802692 0.11802692 0.11802692]
 [2.44697308 2.44697308 2.44697308]]",-8.2415931233476,-8.248631047563071,0.007037924215470777,3205
642,642,"[[ 0.00021313  0.00021313  0.00021313]
 [-0.00021313 -0.00021313 -0.00021313]]","[[0.11909496 0.11909496 0.11909496]
 [2.44590504 2.44590504 2.44590504]]",-8.241593139240713,-8.248570129882989,0.0069769906422763525,3210
643,643,"[[ 0.00021216  0.00021216  0.00021216]
 [-0.00021216 -0.00021216 -0.00021216]]","[[0.12015825 0.12015825 0.12015825]
 [2.44484175 2.44484175 2.44484175]]",-8.241593155052971,-8.248506612843666,0.0069134577906956075,3215
644,644,"[[ 0.00021114  0.00021114  0.00021114]
 [-0.00021114 -0.00021114 -0.00021114]]","[[0.12121657 0.12121657 0.12121657]
 [2.44378343 2.44378343 2.44378343]]",-8.241593170771276,-8.248440528721478,0.00684735795020165,3220
645,645,"[[ 0.00021008  0.00021008  0.00021008]
 [-0.00021008 -0.00021008 -0.00021008]]","[[0.1222697 0.1222697 0.1222697]
 [2.4427303 2.4427303 2.4427303]]",-8.241593186309997,-8.24837191245905,0.006778726149053101,3225
646,646,"[[ 0.00020898  0.00020898  0.00020898]
 [-0.00020898 -0.00020898 -0.00020898]]","[[0.12331741 0.12331741 0.12331741]
 [2.44168259 2.44168259 2.44168259]]",-8.2415932017173,-8.248300801681506,0.006707599964204744,3230
647,647,"[[ 0.00020783  0.00020783  0.00020783]
 [-0.00020783 -0.00020783 -0.00020783]]","[[0.12435948 0.12435948 0.12435948]
 [2.44064052 2.44064052 2.44064052]]",-8.241593217025352,-8.248227236715277,0.006634019689924199,3235
648,648,"[[ 0.00020664  0.00020664  0.00020664]
 [-0.00020664 -0.00020664 -0.00020664]]","[[0.1253957 0.1253957 0.1253957]
 [2.4396043 2.4396043 2.4396043]]",-8.241593232158507,-8.248151260594605,0.006558028436097515,3240
649,649,"[[ 0.0002054  0.0002054  0.0002054]
 [-0.0002054 -0.0002054 -0.0002054]]","[[0.12642584 0.12642584 0.12642584]
 [2.43857416 2.43857416 2.43857416]]",-8.24159324708384,-8.24807291905713,0.006479671973290722,3245
650,650,"[[ 0.00020411  0.00020411  0.00020411]
 [-0.00020411 -0.00020411 -0.00020411]]","[[0.12744967 0.12744967 0.12744967]
 [2.43755033 2.43755033 2.43755033]]",-8.241593261851174,-8.247992260557336,0.006398998706162428,3250
651,651,"[[ 0.00020279  0.00020279  0.00020279]
 [-0.00020279 -0.00020279 -0.00020279]]","[[0.12846699 0.12846699 0.12846699]
 [2.43653301 2.43653301 2.43653301]]",-8.241593276399714,-8.247909336260651,0.00631605986093828,3255
652,652,"[[ 0.00020142  0.00020142  0.00020142]
 [-0.00020142 -0.00020142 -0.00020142]]","[[0.12947755 0.12947755 0.12947755]
 [2.43552245 2.43552245 2.43552245]]",-8.241593290695851,-8.247824200028317,0.006230909332465065,3260
653,653,"[[ 0.0002  0.0002  0.0002]
 [-0.0002 -0.0002 -0.0002]]","[[0.13048115 0.13048115 0.13048115]
 [2.43451885 2.43451885 2.43451885]]",-8.241593304780732,-8.247736908435881,0.006143603655148442,3265
654,654,"[[ 0.00019854  0.00019854  0.00019854]
 [-0.00019854 -0.00019854 -0.00019854]]","[[0.13147755 0.13147755 0.13147755]
 [2.43352245 2.43352245 2.43352245]]",-8.241593318582543,-8.247647520712821,0.00605420213027758,3270
655,655,"[[ 0.00019703  0.00019703  0.00019703]
 [-0.00019703 -0.00019703 -0.00019703]]","[[0.13246654 0.13246654 0.13246654]
 [2.43253346 2.43253346 2.43253346]]",-8.241593332121111,-8.247556098778045,0.005962766656934057,3275
656,656,"[[ 0.00019549  0.00019549  0.00019549]
 [-0.00019549 -0.00019549 -0.00019549]]","[[0.13344789 0.13344789 0.13344789]
 [2.43155211 2.43155211 2.43155211]]",-8.241593345375602,-8.247462707183006,0.005869361807404437,3280
657,657,"[[ 0.00019389  0.00019389  0.00019389]
 [-0.00019389 -0.00019389 -0.00019389]]","[[0.13442139 0.13442139 0.13442139]
 [2.43057861 2.43057861 2.43057861]]",-8.241593358352054,-8.247367413100314,0.005774054748259882,3285
658,658,"[[ 0.00019225  0.00019225  0.00019225]
 [-0.00019225 -0.00019225 -0.00019225]]","[[0.13538681 0.13538681 0.13538681]
 [2.42961319 2.42961319 2.42961319]]",-8.241593371048246,-8.247270286295738,0.005676915247491148,3290
659,659,"[[ 0.00019057  0.00019057  0.00019057]
 [-0.00019057 -0.00019057 -0.00019057]]","[[0.13634393 0.13634393 0.13634393]
 [2.42865607 2.42865607 2.42865607]]",-8.241593383422279,-8.24717139907769,0.0055780156554112266,3295
660,660,"[[ 0.00018885  0.00018885  0.00018885]
 [-0.00018885 -0.00018885 -0.00018885]]","[[0.13729252 0.13729252 0.13729252]
 [2.42770748 2.42770748 2.42770748]]",-8.241593395491597,-8.247070826294756,0.00547743080315865,3300
661,661,"[[ 0.00018708  0.00018708  0.00018708]
 [-0.00018708 -0.00018708 -0.00018708]]","[[0.13823238 0.13823238 0.13823238]
 [2.42676762 2.42676762 2.42676762]]",-8.241593407221867,-8.246968645248803,0.005375238026936344,3305
662,662,"[[ 0.00018526  0.00018526  0.00018526]
 [-0.00018526 -0.00018526 -0.00018526]]","[[0.13916328 0.13916328 0.13916328]
 [2.42583672 2.42583672 2.42583672]]",-8.24159341865864,-8.24686493568882,0.00527151703017975,3310
663,663,"[[ 0.0001834  0.0001834  0.0001834]
 [-0.0001834 -0.0001834 -0.0001834]]","[[0.140085 0.140085 0.140085]
 [2.424915 2.424915 2.424915]]",-8.241593429768635,-8.246759779736188,0.005166349967552982,3315
664,664,"[[ 0.0001815  0.0001815  0.0001815]
 [-0.0001815 -0.0001815 -0.0001815]]","[[0.14099733 0.14099733 0.14099733]
 [2.42400267 2.42400267 2.42400267]]",-8.241593440464053,-8.246653261832328,0.005059821368275339,3320
665,665,"[[ 0.00017956  0.00017956  0.00017956]
 [-0.00017956 -0.00017956 -0.00017956]]","[[0.14190004 0.14190004 0.14190004]
 [2.42309996 2.42309996 2.42309996]]",-8.241593450813395,-8.246545468690416,0.004952017877020354,3325
666,666,"[[ 0.00017757  0.00017757  0.00017757]
 [-0.00017757 -0.00017757 -0.00017757]]","[[0.14279293 0.14279293 0.14279293]
 [2.42220707 2.42220707 2.42220707]]",-8.241593460842795,-8.246436489205598,0.004843028362802758,3330
667,667,"[[ 0.00017554  0.00017554  0.00017554]
 [-0.00017554 -0.00017554 -0.00017554]]","[[0.14367577 0.14367577 0.14367577]
 [2.42132423 2.42132423 2.42132423]]",-8.241593470528134,-8.246326414426166,0.004732943898033225,3335
668,668,"[[ 0.00017347  0.00017347  0.00017347]
 [-0.00017347 -0.00017347 -0.00017347]]","[[0.14454836 0.14454836 0.14454836]
 [2.42045164 2.42045164 2.42045164]]",-8.241593479789374,-8.246215337433723,0.0046218576443478685,3340
669,669,"[[ 0.00017136  0.00017136  0.00017136]
 [-0.00017136 -0.00017136 -0.00017136]]","[[0.14541048 0.14541048 0.14541048]
 [2.41958952 2.41958952 2.41958952]]",-8.24159348864102,-8.246103353310959,0.004509864669939168,3345
670,670,"[[ 0.0001692  0.0001692  0.0001692]
 [-0.0001692 -0.0001692 -0.0001692]]","[[0.14626192 0.14626192 0.14626192]
 [2.41873808 2.41873808 2.41873808]]",-8.241593497038503,-8.245990559010016,0.0043970619715138805,3350
671,671,"[[ 0.000167  0.000167  0.000167]
 [-0.000167 -0.000167 -0.000167]]","[[0.14710247 0.14710247 0.14710247]
 [2.41789753 2.41789753 2.41789753]]",-8.24159350503456,-8.24587705331099,0.004283548276429054,3355
672,672,"[[ 0.00016476  0.00016476  0.00016476]
 [-0.00016476 -0.00016476 -0.00016476]]","[[0.14793193 0.14793193 0.14793193]
 [2.41706807 2.41706807 2.41706807]]",-8.241593512669505,-8.245762936705521,0.004169424036016667,3360
673,673,"[[ 0.00016248  0.00016248  0.00016248]
 [-0.00016248 -0.00016248 -0.00016248]]","[[0.14875009 0.14875009 0.14875009]
 [2.41624991 2.41624991 2.41624991]]",-8.24159351986795,-8.245648311308535,0.004054791440586313,3365
674,674,"[[ 0.00016016  0.00016016  0.00016016]
 [-0.00016016 -0.00016016 -0.00016016]]","[[0.14955674 0.14955674 0.14955674]
 [2.41544326 2.41544326 2.41544326]]",-8.241593526681477,-8.245533280752914,0.003939754071438023,3370
675,675,"[[ 0.0001578  0.0001578  0.0001578]
 [-0.0001578 -0.0001578 -0.0001578]]","[[0.15035169 0.15035169 0.15035169]
 [2.41464831 2.41464831 2.41464831]]",-8.241593533111104,-8.245417950091072,0.0038244169799694304,3375
676,676,"[[ 0.0001554  0.0001554  0.0001554]
 [-0.0001554 -0.0001554 -0.0001554]]","[[0.15113472 0.15113472 0.15113472]
 [2.41386528 2.41386528 2.41386528]]",-8.241593539155822,-8.24530242568845,0.0037088865326290917,3380
677,677,"[[ 0.00015295  0.00015295  0.00015295]
 [-0.00015295 -0.00015295 -0.00015295]]","[[0.15190565 0.15190565 0.15190565]
 [2.41309435 2.41309435 2.41309435]]",-8.241593544819848,-8.24518681510759,0.003593270287742745,3385
678,678,"[[ 0.00015047  0.00015047  0.00015047]
 [-0.00015047 -0.00015047 -0.00015047]]","[[0.15266427 0.15266427 0.15266427]
 [2.41233573 2.41233573 2.41233573]]",-8.241593550059127,-8.245071226983463,0.0034776769243359145,3390
679,679,"[[ 0.00014796  0.00014796  0.00014796]
 [-0.00014796 -0.00014796 -0.00014796]]","[[0.15341039 0.15341039 0.15341039]
 [2.41158961 2.41158961 2.41158961]]",-8.241593554905783,-8.244955770927236,0.0033622160214523524,3395
680,680,"[[ 0.0001454  0.0001454  0.0001454]
 [-0.0001454 -0.0001454 -0.0001454]]","[[0.15414382 0.15414382 0.15414382]
 [2.41085618 2.41085618 2.41085618]]",-8.241593559379735,-8.2448405573804,0.003246998000664975,3400
681,681,"[[ 0.0001428  0.0001428  0.0001428]
 [-0.0001428 -0.0001428 -0.0001428]]","[[0.15486437 0.15486437 0.15486437]
 [2.41013563 2.41013563 2.41013563]]",-8.241593563468905,-8.244725697491681,0.003132134022775024,3405
682,682,"[[ 0.00014017  0.00014017  0.00014017]
 [-0.00014017 -0.00014017 -0.00014017]]","[[0.15557186 0.15557186 0.15557186]
 [2.40942814 2.40942814 2.40942814]]",-8.241593589397636,-8.244611302191053,0.003017712793416581,3410
683,683,"[[ 0.0001375  0.0001375  0.0001375]
 [-0.0001375 -0.0001375 -0.0001375]]","[[0.15626608 0.15626608 0.15626608]
 [2.40873392 2.40873392 2.40873392]]",-8.241593638662135,-8.244497486025963,0.0029038473638285725,3415
684,684,"[[ 0.00013479  0.00013479  0.00013479]
 [-0.00013479 -0.00013479 -0.00013479]]","[[0.15694686 0.15694686 0.15694686]
 [2.40805314 2.40805314 2.40805314]]",-8.241593687006592,-8.244384361060153,0.002790674053560443,3420
685,685,"[[ 0.00013205  0.00013205  0.00013205]
 [-0.00013205 -0.00013205 -0.00013205]]","[[0.15761403 0.15761403 0.15761403]
 [2.40738597 2.40738597 2.40738597]]",-8.241593733388243,-8.244272039799482,0.002678306411238748,3425
686,686,"[[ 0.00012928  0.00012928  0.00012928]
 [-0.00012928 -0.00012928 -0.00012928]]","[[0.1582674 0.1582674 0.1582674]
 [2.4067326 2.4067326 2.4067326]]",-8.24159377774722,-8.244160634981252,0.0025668572340320894,3430
687,687,"[[ 0.00012647  0.00012647  0.00012647]
 [-0.00012647 -0.00012647 -0.00012647]]","[[0.15890679 0.15890679 0.15890679]
 [2.40609321 2.40609321 2.40609321]]",-8.241593820059537,-8.244050259204503,0.0024564391449669615,3435
688,688,"[[ 0.00012362  0.00012362  0.00012362]
 [-0.00012362 -0.00012362 -0.00012362]]","[[0.15953205 0.15953205 0.15953205]
 [2.40546795 2.40546795 2.40546795]]",-8.241593860354378,-8.243941024830225,0.002347164475847105,3440
689,689,"[[ 0.00012074  0.00012074  0.00012074]
 [-0.00012074 -0.00012074 -0.00012074]]","[[0.160143 0.160143 0.160143]
 [2.404857 2.404857 2.404857]]",-8.24159389865268,-8.24383304379352,0.0022391451408410967,3445
690,690,"[[ 0.00011783  0.00011783  0.00011783]
 [-0.00011783 -0.00011783 -0.00011783]]","[[0.16073947 0.16073947 0.16073947]
 [2.40426053 2.40426053 2.40426053]]",-8.24159393498125,-8.243726427505806,0.0021324925245560606,3450
691,691,"[[ 0.00011489  0.00011489  0.00011489]
 [-0.00011489 -0.00011489 -0.00011489]]","[[0.16132131 0.16132131 0.16132131]
 [2.40367869 2.40367869 2.40367869]]",-8.241593969360693,-8.243621286648752,0.0020273172880585335,3455
692,692,"[[ 0.00011192  0.00011192  0.00011192]
 [-0.00011192 -0.00011192 -0.00011192]]","[[0.16188836 0.16188836 0.16188836]
 [2.40311164 2.40311164 2.40311164]]",-8.241594001819353,-8.24351773107015,0.001923729250798763,3460
693,693,"[[ 0.00010891  0.00010891  0.00010891]
 [-0.00010891 -0.00010891 -0.00010891]]","[[0.16244047 0.16244047 0.16244047]
 [2.40255953 2.40255953 2.40255953]]",-8.24159403235789,-8.24341586959865,0.001821837240759596,3465
694,694,"[[ 0.00010588  0.00010588  0.00010588]
 [-0.00010588 -0.00010588 -0.00010588]]","[[0.16297748 0.16297748 0.16297748]
 [2.40202252 2.40202252 2.40202252]]",-8.241594061051252,-8.243315809914165,0.0017217488629130775,3470
695,695,"[[ 0.00010281  0.00010281  0.00010281]
 [-0.00010281 -0.00010281 -0.00010281]]","[[0.16349924 0.16349924 0.16349924]
 [2.40150076 2.40150076 2.40150076]]",-8.241594087948876,-8.243217658391046,0.001623570442169721,3475
696,696,"[[ 9.97230638e-05  9.97230638e-05  9.97230638e-05]
 [-9.97230638e-05 -9.97230638e-05 -9.97230638e-05]]","[[0.16400562 0.16400562 0.16400562]
 [2.40099438 2.40099438 2.40099438]]",-8.24159411305936,-8.243121519938944,0.0015274068795832873,3480
697,697,"[[ 9.66042185e-05  9.66042185e-05  9.66042185e-05]
 [-9.66042185e-05 -9.66042185e-05 -9.66042185e-05]]","[[0.16449647 0.16449647 0.16449647]
 [2.40050353 2.40050353 2.40050353]]",-8.241594136469041,-8.243027497850933,0.0014333613818926021,3485
698,698,"[[ 9.34586103e-05  9.34586103e-05  9.34586103e-05]
 [-9.34586103e-05 -9.34586103e-05 -9.34586103e-05]]","[[0.16497166 0.16497166 0.16497166]
 [2.40002834 2.40002834 2.40002834]]",-8.241594158229724,-8.24293569368288,0.0013415354531552302,3490
699,699,"[[ 9.02870352e-05  9.02870352e-05  9.02870352e-05]
 [-9.02870352e-05 -9.02870352e-05 -9.02870352e-05]]","[[0.16543106 0.16543106 0.16543106]
 [2.39956894 2.39956894 2.39956894]]",-8.241594178313969,-8.242846207060497,0.001252028746527219,3495
700,700,"[[ 8.70903012e-05  8.70903012e-05  8.70903012e-05]
 [-8.70903012e-05 -8.70903012e-05 -8.70903012e-05]]","[[0.16587453 0.16587453 0.16587453]
 [2.39912547 2.39912547 2.39912547]]",-8.241594196782463,-8.242759135558181,0.001164938775718266,3500
701,701,"[[ 8.38692294e-05  8.38692294e-05  8.38692294e-05]
 [-8.38692294e-05 -8.38692294e-05 -8.38692294e-05]]","[[0.16630196 0.16630196 0.16630196]
 [2.39869804 2.39869804 2.39869804]]",-8.241594213735807,-8.242674574546687,0.0010803608108791594,3505
702,702,"[[ 8.06246588e-05  8.06246588e-05  8.06246588e-05]
 [-8.06246588e-05 -8.06246588e-05 -8.06246588e-05]]","[[0.16671322 0.16671322 0.16671322]
 [2.39828678 2.39828678 2.39828678]]",-8.241594229187681,-8.242592617056859,0.0009983878691773782,3510
703,703,"[[ 7.73574407e-05  7.73574407e-05  7.73574407e-05]
 [-7.73574407e-05 -7.73574407e-05 -7.73574407e-05]]","[[0.16710821 0.16710821 0.16710821]
 [2.39789179 2.39789179 2.39789179]]",-8.24159424318404,-8.242513353631995,0.0009191104479567267,3515
704,704,"[[ 7.40684379e-05  7.40684379e-05  7.40684379e-05]
 [-7.40684379e-05 -7.40684379e-05 -7.40684379e-05]]","[[0.1674868 0.1674868 0.1674868]
 [2.3975132 2.3975132 2.3975132]]",-8.241594255808256,-8.242436872169709,0.0008426163614531506,3520
705,705,"[[ 7.07585288e-05  7.07585288e-05  7.07585288e-05]
 [-7.07585288e-05 -7.07585288e-05 -7.07585288e-05]]","[[0.16784889 0.16784889 0.16784889]
 [2.39715111 2.39715111 2.39715111]]",-8.24159426710472,-8.242363257836862,0.0007689907321428437,3525
706,706,"[[ 6.74286019e-05  6.74286019e-05  6.74286019e-05]
 [-6.74286019e-05 -6.74286019e-05 -6.74286019e-05]]","[[0.16819438 0.16819438 0.16819438]
 [2.39680562 2.39680562 2.39680562]]",-8.241594277144968,-8.24229259287688,0.0006983157319126287,3530
